date,temperature,humidity,luminosity
2019-11-27 16:26:19.108,23.8,33.1,55
2019-11-27 16:26:21.387,23.8,33.1,56
2019-11-27 16:26:23.663,23.8,33.1,53
2019-11-27 16:26:25.937,23.8,33.2,53
2019-11-27 16:26:28.214,23.8,33.2,53
2019-11-27 16:26:30.492,23.8,33.2,53
2019-11-27 16:26:32.764,23.8,33.2,53
2019-11-27 16:26:35.041,23.8,33.2,53
2019-11-27 16:26:37.319,23.8,33.3,53
2019-11-27 16:26:39.593,23.8,33.3,53
2019-11-27 16:26:41.869,23.8,33.3,52
2019-11-27 16:26:44.147,23.8,33.3,52
2019-11-27 16:26:46.419,23.8,33.4,50
2019-11-27 16:26:48.698,23.8,33.3,56
2019-11-27 16:26:50.974,23.8,33.3,58
2019-11-27 16:26:53.248,23.8,33.2,57
2019-11-27 16:26:55.524,23.8,33.2,57
2019-11-27 16:26:57.802,23.8,33.2,53
2019-11-27 16:27:00.076,23.7,33.0,55
2019-11-27 16:27:02.352,23.8,33.1,56
2019-11-27 16:27:04.631,23.7,33.0,56
2019-11-27 16:27:06.903,23.7,33.0,55
2019-11-27 16:27:09.181,23.8,33.1,56
2019-11-27 16:27:11.458,23.7,33.0,55
2019-11-27 16:27:13.731,23.8,33.1,55
2019-11-27 16:27:16.008,23.8,33.1,42
2019-11-27 16:27:18.286,23.8,33.1,46
2019-11-27 16:27:20.559,23.7,33.0,46
2019-11-27 16:27:22.836,23.7,33.1,47
2019-11-27 16:27:25.112,23.7,33.1,45
2019-11-27 16:27:27.385,23.8,33.3,45
2019-11-27 16:27:29.664,23.8,33.4,45
2019-11-27 16:27:31.942,23.8,33.4,44
2019-11-27 16:27:34.214,23.8,33.5,44
2019-11-27 16:27:36.492,23.8,33.5,45
2019-11-27 16:27:38.769,23.8,33.5,42
2019-11-27 16:27:41.043,23.8,33.5,43
2019-11-27 16:27:43.319,23.8,33.5,44
2019-11-27 16:27:45.598,23.8,33.4,44
2019-11-27 16:27:47.870,23.8,33.5,44
2019-11-27 16:27:50.148,23.8,33.5,44
2019-11-27 16:27:52.425,23.8,33.5,44
2019-11-27 16:27:54.698,23.8,33.5,44
2019-11-27 16:27:56.975,23.8,33.4,44
2019-11-27 16:27:59.252,23.8,33.4,44
2019-11-27 16:28:01.526,23.7,33.2,43
2019-11-27 16:28:03.802,23.8,33.3,49
2019-11-27 16:28:06.079,23.7,33.2,48
2019-11-27 16:28:08.353,23.7,33.1,49
2019-11-27 16:28:10.631,23.7,33.1,43
2019-11-27 16:28:12.909,23.7,33.2,43
2019-11-27 16:28:15.182,23.7,33.2,45
2019-11-27 16:28:17.459,23.7,33.2,42
2019-11-27 16:28:19.736,23.7,33.1,44
2019-11-27 16:28:22.009,23.7,33.1,46
2019-11-27 16:28:24.286,23.7,33.1,46
2019-11-27 16:28:26.563,23.7,33.1,46
2019-11-27 16:28:28.840,23.7,33.1,46
2019-11-27 16:28:31.113,23.7,33.0,47
2019-11-27 16:28:33.389,23.7,33.0,46
2019-11-27 16:28:35.663,23.7,33.0,45
2019-11-27 16:28:37.941,23.7,32.9,44
2019-11-27 16:28:40.213,23.7,32.9,44
2019-11-27 16:28:42.491,23.7,32.9,45
2019-11-27 16:28:44.768,23.7,32.9,47
2019-11-27 16:28:47.042,23.7,32.8,46
2019-11-27 16:28:49.320,23.7,32.9,49
2019-11-27 16:28:51.597,23.7,32.9,47
2019-11-27 16:28:53.870,23.7,32.9,45
2019-11-27 16:28:56.147,23.7,32.9,49
2019-11-27 16:28:58.424,23.7,32.9,45
2019-11-27 16:29:00.696,23.7,33.0,44
2019-11-27 16:29:02.975,23.7,33.0,45
2019-11-27 16:29:05.252,23.7,33.0,47
2019-11-27 16:29:07.525,23.7,33.0,43
2019-11-27 16:29:09.802,23.7,33.0,43
2019-11-27 16:29:12.080,23.7,33.1,42
2019-11-27 16:29:14.353,23.7,33.1,42
2019-11-27 16:29:16.631,23.7,33.0,41
2019-11-27 16:29:18.906,23.7,33.0,41
2019-11-27 16:29:21.181,23.7,32.9,43
2019-11-27 16:29:23.458,23.7,32.9,44
2019-11-27 16:29:25.734,23.7,32.8,41
2019-11-27 16:29:28.008,23.7,32.8,40
2019-11-27 16:29:30.286,23.7,33.1,41
2019-11-27 16:29:32.559,23.7,33.1,42
